"name","address","city","state","zip","country","hours","google_url","phone","website","place_id","source"
"Montessori Day","7483 Isleton Ave S","Cottage Grove","MN","55016","US","","https://maps.google.com/?cid=3417248854617752222","651-769-9184","","ChIJeWTT_I_a94cRngKaWLqBbC8","google place api"
"Seeds of Faith Preschool","7000 Hinton Ave S","Cottage Grove","MN","55016","US","","https://maps.google.com/?cid=18112784776807845762","651-329-2490","http://www.stlukecg.com/learning/preschool/","ChIJM8N0qmPQ94cRgg-88smJXfs","google place api"
"Cottage Grove Middle School","9775 Indian Blvd S","Cottage Grove","MN","55016","US","<ul><li>Monday: 7:55 AM – 2:25 PM</li><li>Tuesday: 7:55 AM – 2:25 PM</li><li>Wednesday: 7:55 AM – 2:25 PM</li><li>Thursday: 7:55 AM – 2:25 PM</li><li>Friday: 7:55 AM – 2:25 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=9225878983121631527","651-425-6800","http://cgms.sowashco.org/","ChIJyZgrQ-Xa94cRJ_m06Q3oCIA","google place api"
"South Washington County School","9775 Indian Blvd S","Cottage Grove","MN","55016","US","","https://maps.google.com/?cid=18386765971761509941","651-768-6868","","ChIJpYuWbuXa94cRNbYV6zvqKv8","google place api"
"Grey Cloud Elementary School","9525 Indian Blvd S","Cottage Grove","MN","55016","US","","https://maps.google.com/?cid=2584002309892177699","651-425-4200","http://gces.sowashco.org/","ChIJTYNignjQ94cRI3_pA2k43CM","google place api"
"Rocky Branch Elementary School","1415 Bartosh Ln","River Falls","WI","54022","US","","https://maps.google.com/?cid=3796789705154244236","715-425-1819","http://www.rfsd.k12.wi.us/schools/rockybranch/","ChIJrXoagT7l94cRjC6U3h7osDQ","google place api"
"Crown College","8700 College View Dr","St Bonifacius","MN","55375","US","<ul><li>Monday: 8:00 AM – 5:00 PM</li><li>Tuesday: 8:00 AM – 5:00 PM</li><li>Wednesday: 8:00 AM – 5:00 PM</li><li>Thursday: 8:00 AM – 5:00 PM</li><li>Friday: 8:00 AM – 5:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=11642836987378291090","952-446-4100","http://www.crown.edu/","ChIJ7WifZCD-9YcRklF2uo2qk6E","google place api"
"Holy Family Catholic High School","8101 Kochia Ln","Victoria","MN","55386","US","","https://maps.google.com/?cid=1848604161109862919","952-443-4659","http://www.hfchs.org/","ChIJd6R7kPYD9ocRBypDsbCPpxk","google place api"
"Ellie's Preschool","7595 Minnewashta Pkwy","Excelsior","MN","55331","US","","https://maps.google.com/?cid=4760201269681857040","","","ChIJX-yWiH8E9ocRECLAitWhD0I","google place api"
"Jonathan Elementary School","110300 Pioneer Trail","Chaska","MN","55318","US","","https://maps.google.com/?cid=9099840377000991518","952-556-6500","http://jes.district112.org/pages/112jes","ChIJ1bNyQbYF9ocRHpvmH5wgSX4","google place api"
"Chaska Special Education","11 Peavey Rd","Chaska","MN","55318","US","","https://maps.google.com/?cid=11207711629024997034","952-556-6170","http://www.district112.org/","ChIJucv6ucQE9ocRqq4MeVjKiZs","google place api"
"Integrated Arts Academy","11 Peavey Rd","Chaska","MN","55318","US","<ul><li>Monday: 8:00 AM – 5:00 PM</li><li>Tuesday: 8:00 AM – 5:00 PM</li><li>Wednesday: 8:00 AM – 5:00 PM</li><li>Thursday: 8:00 AM – 5:00 PM</li><li>Friday: 8:00 AM – 5:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=16969100031944687263","952-556-6200","http://iaa.district112.org/","ChIJucv6ucQE9ocRn_4hqpJafus","google place api"
"Chaska Extended School Year","11 Peavey Rd","Chaska","MN","55318","US","","https://maps.google.com/?cid=1581215079574257747","952-556-6181","http://www.district112.org/","ChIJucv6ucQE9ocRU8CDu7ya8RU","google place api"
"Eastern Carver County School District 112","11 Peavey Rd","Chaska","MN","55318","US","<ul><li>Monday: 8:00 AM – 5:00 PM</li><li>Tuesday: 8:00 AM – 5:00 PM</li><li>Wednesday: 8:00 AM – 5:00 PM</li><li>Thursday: 8:00 AM – 5:00 PM</li><li>Friday: 8:00 AM – 5:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=354053997315237107","952-556-6100","http://www.district112.org/","ChIJF08nusQE9ocR8yRIFTza6QQ","google place api"
"Voc rehab","1107 Hazeltine Blvd","Chaska","MN","55318","US","","https://maps.google.com/?cid=9793929062280866702","","","ChIJPWhTft4E9ocRjiugeJcG64c","google place api"
"New Horizon Academy","2905 N Chestnut St","Chaska","MN","55318","US","<ul><li>Monday: 6:00 AM – 6:00 PM</li><li>Tuesday: 6:00 AM – 6:00 PM</li><li>Wednesday: 6:00 AM – 6:00 PM</li><li>Thursday: 6:00 AM – 6:00 PM</li><li>Friday: 6:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=5838690238880938922","952-368-9850","http://www.newhorizonacademy.net/","ChIJifTwdB8F9ocRqvsJatYxB1E","google place api"
"SW Christian High School","105 Peavey Rd","Chaska","MN","55318","US","","https://maps.google.com/?cid=2416173585023428780","952-368-7532","","ChIJP8aVwMQE9ocRrOgA-xL5hyE","google place api"
"Chanhassen KinderCare","2800 Corporate Pl","Chanhassen","MN","55317","US","<ul><li>Monday: 6:30 AM – 6:30 PM</li><li>Tuesday: 6:30 AM – 6:30 PM</li><li>Wednesday: 6:30 AM – 6:30 PM</li><li>Thursday: 6:30 AM – 6:30 PM</li><li>Friday: 6:30 AM – 6:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=4617787112893437823","952-466-2273","http://www.kindercare.com/our-centers/chanhassen/mn/301780/?utm_campaign=KC_Local&utm_source=L3M_Local&utm_medium=A&utm_content=301780&_google","ChIJ_XGrgKQE9ocRf9djwOmsFUA","google place api"
"CSEC Area Learning Center","309 Lake Hazeltine Dr","Chaska","MN","55318","US","","https://maps.google.com/?cid=17730859919756740288","952-368-8870","","ChIJ2d4FaRcF9ocRwMZPpyerEPY","google place api"
"Hit Dawg Academy","312 Lake Hazeltine Dr","Chaska","MN","55318","US","","https://maps.google.com/?cid=11152375055211716886","952-448-2255","http://www.hitdawgacademy.com/","ChIJQ4wwwzIb9ocRFmHSXwYyxZo","google place api"
"Ladybug Child Care Center Inc","306 Lake Hazeltine Dr","Chaska","MN","55318","US","<ul><li>Monday: 6:30 AM – 6:00 PM</li><li>Tuesday: 6:30 AM – 6:00 PM</li><li>Wednesday: 6:30 AM – 6:00 PM</li><li>Thursday: 6:30 AM – 6:00 PM</li><li>Friday: 6:30 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=10126722184616523958","952-448-7202","http://www.ladybugcc.com/","ChIJF05tojIb9ocRtrgiWSxYiYw","google place api"
"Chanhassen High School","2200 Lyman Blvd","Chanhassen","MN","55317","US","<ul><li>Monday: 7:30 AM – 5:00 PM</li><li>Tuesday: 7:30 AM – 5:00 PM</li><li>Wednesday: 7:30 AM – 5:00 PM</li><li>Thursday: 7:30 AM – 5:00 PM</li><li>Friday: 7:30 AM – 5:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=1231291600230243817","952-556-3500","http://cns.district112.org/","ChIJSXM3MDIb9ocR6V2lzi9tFhE","google place api"
"Bluff Creek Elementary School","2300 Coulter Blvd","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=4021823239368454450","952-556-6600","http://bce.district112.org/","ChIJw6KzjVIb9ocRMrH3e-1i0Dc","google place api"
"Alternative Learning Program","2200 Lyman Blvd","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=8866824118314471835","952-556-3500","http://education.state.mn.us/mde/stusuc/enrollchoice/alterlearn/index.html","ChIJXSravzMb9ocRmxEAoo5JDXs","google place api"
"DST. 112 Alternative Learning Program","2200 Lyman Blvd","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=8733526970723543427","952-556-3673","","ChIJ31PuWDEb9ocRgylF9oG4M3k","google place api"
"Act Traffic Solutions","7975 Stone Creek Dr","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=14635495542802715447","952-401-1686","http://www.acttrafficsolutions.com/","ChIJ8e-TRFAb9ocRN5ORbKe5G8s","google place api"
"Children of Tomorrow Learning Center","1490 Lake Dr W","Chanhassen","MN","55317","US","<ul><li>Monday: 6:00 AM – 6:00 PM</li><li>Tuesday: 6:00 AM – 6:00 PM</li><li>Wednesday: 6:00 AM – 6:00 PM</li><li>Thursday: 6:00 AM – 6:00 PM</li><li>Friday: 6:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=10585976070918837487","952-448-7829","http://childrenoftomorrow.com/","ChIJjXwfo3Yb9ocR7xTnSybx6JI","google place api"
"The Ballroom Pro","550 Pauly Drive","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=1860027816839934165","952-843-3031","","ChIJq6qqqnob9ocR1fAWz3El0Bk","google place api"
"CLS CAVE","1358 Oak Side Cir","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=2120338145353191664","612-963-1330","http://www.clscave.com/","ChIJw823eRob9ocR8NB8JU_0bB0","google place api"
"Living Christ Early Learning Center","820 Lake Dr","Chanhassen","MN","55317","US","<ul><li>Monday: 7:00 AM – 6:00 PM</li><li>Tuesday: 7:00 AM – 6:00 PM</li><li>Wednesday: 7:00 AM – 6:00 PM</li><li>Thursday: 7:00 AM – 6:00 PM</li><li>Friday: 7:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=14172027209725337019","952-906-0514","http://www.lcelc.org/","ChIJqULWJHYb9ocRu13ZHqknrcQ","google place api"
"Primrose School of Chanhassen","8950 Crossroads Blvd","Chanhassen","MN","55317","US","<ul><li>Monday: 6:30 AM – 6:30 PM</li><li>Tuesday: 6:30 AM – 6:30 PM</li><li>Wednesday: 6:30 AM – 6:30 PM</li><li>Thursday: 6:30 AM – 6:30 PM</li><li>Friday: 6:30 AM – 6:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=10356782380424155426","952-934-2590","http://www.primrosechanhassen.com/?utm_source=google&utm_medium=maplistings&utm_campaign=localmaps","ChIJP1bp_wcb9ocRItE00bOuuo8","google place api"
"Steps Toward Adult","7808 Kerber Blvd","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=8151079227173649980","952-556-6123","","ChIJB9yo-Hcb9ocRPD7A715zHnE","google place api"
"Next Steps Learning Center Inc.","1430 Park Ct","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=5444404014697819018","952-923-1065","http://www.nextstepslearningcenter.com/","ChIJCWqjSWYb9ocRiivGDZtojks","google place api"
"St. Hubert Catholic Church","8201 Main St","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=13870290797338182336","952-934-9106","http://www.sthubert.org/","ChIJ_VO9zZkb9ocRwEK2Av4rfcA","google place api"
"Little Saints Preschool","8201 Main St","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=17779287473199816379","952-374-5069","http://school.sthubert.org/","ChIJIVQvdZkb9ocRu56gF8K3vPY","google place api"
"Small World Child Care Preschool Learning Center - Chanhassen","1621 Mcglynn Dr","Chanhassen","MN","55317","US","<ul><li>Monday: 6:00 AM – 6:00 PM</li><li>Tuesday: 6:00 AM – 6:00 PM</li><li>Wednesday: 6:00 AM – 6:00 PM</li><li>Thursday: 6:00 AM – 6:00 PM</li><li>Friday: 6:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=17110845402751123238","952-470-6000","http://www.swlc.info/","ChIJGUZ1Sl0b9ocRJj-blTzvde0","google place api"
"Saint Hubert Catholic School","","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=1102947861244965355","","","ChIJ_VO9zZkb9ocR63FIczx1Tg8","google place api"
"Your First Dance - Wedding","550 Market St","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=4394141214032884972","952-688-6350","http://www.dancingwithlisa.com/","ChIJ1bscu5wb9ocR7HRVKycg-zw","google place api"
"Kindermusik With Friends - Music Classes for Children","560 Market St","Chanhassen","MN","55317","US","<ul><li>Monday: 9:00 AM – 7:00 PM</li><li>Tuesday: 9:00 AM – 7:00 PM</li><li>Wednesday: 9:00 AM – 7:00 PM</li><li>Thursday: 9:00 AM – 7:00 PM</li><li>Friday: 9:00 AM – 7:00 PM</li><li>Saturday: 9:00 AM – 7:00 PM</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=14724478965464732053","952-215-4877","http://www.kindermusikwithfriends.com/","ChIJi_Zngi0a9ocRlZE8_5rbV8w","google place api"
"Stevie Rays School of Improv","501 W 78th St","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=13042316359472555494","612-825-1832","http://www.stevierays.org/","ChIJG9mnAIYn9ocR5qWgtqCd_7Q","google place api"
"Old School Rockers","610 W 78th St","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=13366317247380736726","952-937-0889","http://hstrial-bedwards3.homestead.com/index.html","ChIJ10XaWIMb9ocR1kpO_beyfrk","google place api"
"New Horizon Academy","310 Lake Dr E","Chanhassen","MN","55317","US","<ul><li>Monday: 6:00 AM – 6:30 PM</li><li>Tuesday: 6:00 AM – 6:30 PM</li><li>Wednesday: 6:00 AM – 6:30 PM</li><li>Thursday: 6:00 AM – 6:30 PM</li><li>Friday: 6:00 AM – 6:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=5074357716272851363","952-949-9056","http://www.newhorizonacademy.net/","ChIJxbENwJAb9ocRo6m0NXW9a0Y","google place api"
"Chaska School District 112","7600 Laredo Dr","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=5955877187480839968","952-934-3790","http://www.district112.org/pages/112ISD","ChIJCYkny4Mb9ocRIOelFb-Gp1I","google place api"
"Chanhassen Elementary School","7600 Laredo Dr","Chanhassen","MN","55317","US","","https://maps.google.com/?cid=16108341691866482046","952-556-6700","http://chn.district112.org/","ChIJT3SiloMb9ocRfgVRUGxTjN8","google place api"
"The Goddard School","7805 Great Plains Blvd","Chanhassen","MN","55317","US","<ul><li>Monday: 6:30 AM – 6:00 PM</li><li>Tuesday: 6:30 AM – 6:00 PM</li><li>Wednesday: 6:30 AM – 6:00 PM</li><li>Thursday: 6:30 AM – 6:00 PM</li><li>Friday: 6:30 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=17065284356584824342","952-934-3221","http://www.goddardschool.com/ChanhassenMN?utm_source=google&utm_medium=business_listings&utm_campaign=school&utm_content=main_button","ChIJs0FVUYUb9ocRFt5E4bQR1Ow","google place api"
"New Horizon Academy","17995 Linwood Ct","Eden Prairie","MN","55347","US","<ul><li>Monday: 6:00 AM – 6:30 PM</li><li>Tuesday: 6:00 AM – 6:30 PM</li><li>Wednesday: 6:00 AM – 6:30 PM</li><li>Thursday: 6:00 AM – 6:30 PM</li><li>Friday: 6:00 AM – 6:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=835399107359403149","952-456-6850","http://www.newhorizonacademy.net/","ChIJtSvZe94b9ocRjezV3w_vlws","google place api"
"Cedar Ridge Elementary","8905 Braxton Dr","Eden Prairie","MN","55347","US","","https://maps.google.com/?cid=2962717191064454068","952-975-7800","http://www.edenpr.org/cedarridge","ChIJBWXCe3AZ9ocRtANXj5avHSk","google place api"
"Independent School District 272","8905 Braxton Dr","Eden Prairie","MN","55347","US","","https://maps.google.com/?cid=10149764043404712118","952-949-9001","http://www.edenpr.org/","ChIJBWXCe3AZ9ocRtpgrKZ8024w","google place api"
"Eden Prairie KinderCare Dell","18295 Cascade Dr","Eden Prairie","MN","55347","US","<ul><li>Monday: 6:00 AM – 6:00 PM</li><li>Tuesday: 6:00 AM – 6:00 PM</li><li>Wednesday: 6:00 AM – 6:00 PM</li><li>Thursday: 6:00 AM – 6:00 PM</li><li>Friday: 6:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=16583384770282335446","952-906-9699","http://www.kindercare.com/our-centers/eden-prairie/mn/301506/?utm_campaign=KC_Local&utm_source=L3M_Local&utm_medium=A&utm_content=301506&_google","ChIJGxkqaOUb9ocR1ixNBpYEJOY","google place api"
"Primrose School of Eden Prairie","7800 Eden Prairie Rd","Eden Prairie","MN","55347","US","<ul><li>Monday: 6:30 AM – 6:30 PM</li><li>Tuesday: 6:30 AM – 6:30 PM</li><li>Wednesday: 6:30 AM – 6:30 PM</li><li>Thursday: 6:30 AM – 6:30 PM</li><li>Friday: 6:30 AM – 6:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=4917434006134706268","952-944-6025","http://www.primroseedenprairie.com/?utm_source=google&utm_medium=maplistings&utm_campaign=localmaps","ChIJk3brxkUZ9ocRXNAVxiw8PkQ","google place api"
"Partners Preschool","8100 School Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=878709138864018053","952-975-6958","","ChIJxWTvSD4Z9ocRhRLhYk7NMQw","google place api"
"Central Kindergarten Center","8100 School Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=16858087974211399503","952-975-7200","http://www.edenpr.org/domain/46","ChIJxWTvSD4Z9ocRT68nz7H18-k","google place api"
"Esy","8100 School Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=15509629499392505306","952-975-7000","","ChIJxWTvSD4Z9ocR2rU1LdtFPdc","google place api"
"Little Eagles Preschool","8100 School Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=10195089805190940626","952-975-6940","http://www.edenpr.org/","ChIJqcDxsD8Z9ocR0seccyk8fI0","google place api"
"Central Middle School","8025 School Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=4836772824845513978","952-975-7300","http://www.edenpr.org/cms","ChIJ634w_z4Z9ocR-vQtBEKrH0M","google place api"
"Cedar Ridge Elementary School","16315 Wagner Way","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=584698348636501354","952-975-7800","http://www.edenpr.org/","ChIJTQf_iEgZ9ocRanU82wxEHQg","google place api"
"Education Specialty","7490 Atherton Way","Eden Prairie","MN","55346","US","","https://maps.google.com/?cid=752852089026700028","952-934-7184","https://www.schoolspecialty.com/","ChIJTxgUIP4b9ocR_OLYdvyqcgo","google place api"
"Eden Prairie High School","17185 Valley View Rd","Eden Prairie","MN","55346","US","","https://maps.google.com/?cid=9764405558939125626","952-975-8000","http://ephs.edenpr.org/","ChIJYVvCRa0e9ocReodqLx8jgoc","google place api"
"Eden Prairie High School Performing Arts Center","17164-17198 Valley View Rd","Eden Prairie","MN","55346","US","","https://maps.google.com/?cid=16462823839999322293","","","ChIJGQSWrKwe9ocRtej9Bg-zd-Q","google place api"
"Eden Prairie Special Education","8040 Mitchell Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=14639732877127020412","952-975-6979","http://www.edenpr.org/Page/246","ChIJcYjRUyAZ9ocRfG_Ds3zHKss","google place api"
"Oak Point Elementary School","13400 Staring Lake Pkwy","Eden Prairie","MN","55347","US","","https://maps.google.com/?cid=11550925080583461489","952-975-7600","http://op.edenpr.org/","ChIJwxA5tPEY9ocRcdpTTykhTaA","google place api"
"Eagle Heights Spanish Immersion","13400 Staring Lake Pkwy","Eden Prairie","MN","55347","US","","https://maps.google.com/?cid=12237527962942703057","952-975-7700","http://ehsi.edenpr.org/aboutus","ChIJxfj8SD4Z9ocR0QUcWNhu1Kk","google place api"
"Eden Prairie KinderCare","12760 Anderson Lakes Pkwy","Eden Prairie","MN","55344","US","<ul><li>Monday: 6:30 AM – 6:30 PM</li><li>Tuesday: 6:30 AM – 6:30 PM</li><li>Wednesday: 6:30 AM – 6:30 PM</li><li>Thursday: 6:30 AM – 6:30 PM</li><li>Friday: 6:30 AM – 6:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=9940668036432759305","952-941-5054","http://www.kindercare.com/our-centers/eden-prairie/mn/301500/?utm_campaign=KC_Local&utm_source=L3M_Local&utm_medium=A&utm_content=301500&_google","ChIJZ20TQY0Y9ocRCYqnRelY9Ik","google place api"
"St Andrew Lutheran Church","13600 Technology Dr","Eden Prairie","MN","55344","US","<ul><li>Monday: 8:00 AM – 4:00 PM</li><li>Tuesday: 8:00 AM – 4:00 PM</li><li>Wednesday: 8:00 AM – 9:00 PM</li><li>Thursday: 8:00 AM – 4:00 PM</li><li>Friday: 8:00 AM – 4:00 PM</li><li>Saturday: Closed</li><li>Sunday: 8:00 AM – 12:00 PM, 6:00 – 8:00 PM</li></ul>","https://maps.google.com/?cid=14012432223954889204","952-937-2776","http://www.standrewlu.org/","ChIJWXh1VtsY9ocR9GkR3N0odsI","google place api"
"Partners Preschool","8040 Mitchell Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=5455147358232510055","952-975-6980","","ChIJ61WLmyAZ9ocRZ_7bpJ6TtEs","google place api"
"Eden Praire Tassel transitions","8100 Mitchell Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=511038217848766113","","","ChIJz_4OnSEZ9ocRoT6GMY2SFwc","google place api"
"Early Childhood Family Education","8040 Mitchell Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=14965519544967927989","952-975-6980","http://www.edenpr.org/","ChIJuzWLmyAZ9ocRtZj6RLw0sM8","google place api"
"Eden Prairie Community Education","8040 Mitchell Road","Eden Prairie","MN","55344","US","<ul><li>Monday: 8:00 AM – 4:30 PM</li><li>Tuesday: 8:00 AM – 4:30 PM</li><li>Wednesday: 8:00 AM – 4:30 PM</li><li>Thursday: 8:00 AM – 4:30 PM</li><li>Friday: 8:00 AM – 4:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=9135184264188258166","952-975-6940","http://www.edenpr.org/epcommunityed","ChIJuzWLmyAZ9ocRduetILCxxn4","google place api"
"Jardin Spanish Immersion Academy","14200 Martin Dr","Eden Prairie","MN","55344","US","<ul><li>Monday: 7:00 AM – 6:00 PM</li><li>Tuesday: 7:00 AM – 6:00 PM</li><li>Wednesday: 7:00 AM – 6:00 PM</li><li>Thursday: 7:00 AM – 6:00 PM</li><li>Friday: 7:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=10568588085419184412","952-974-4365","http://www.jardinmn.com/","ChIJ81nfMNgY9ocRHBHWcN4qq5I","google place api"
"Education Center","8040 Mitchell Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=11558862563293334123","952-975-6900","","ChIJcYjRUyAZ9ocRawqphEJUaaA","google place api"
"New Horizon Academy","548 Prairie Center Dr","Eden Prairie","MN","55344","US","<ul><li>Monday: 6:00 AM – 6:30 PM</li><li>Tuesday: 6:00 AM – 6:30 PM</li><li>Wednesday: 6:00 AM – 6:30 PM</li><li>Thursday: 6:00 AM – 6:30 PM</li><li>Friday: 6:00 AM – 6:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=606069082235208212","952-942-0092","http://www.newhorizonacademy.net/","ChIJy615cJkY9ocRFAL6g54waQg","google place api"
"Eden Lake Elementary School","12000 Anderson Lakes Pkwy","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=2408070312926367580","952-975-8400","http://www.edenpr.org/","ChIJjWzpmIUY9ocRXM8j7DAvayE","google place api"
"Eden Prairie KinderCare North","","Eden Prairie","MN","55344","US","<ul><li>Monday: 6:30 AM – 6:00 PM</li><li>Tuesday: 6:30 AM – 6:00 PM</li><li>Wednesday: 6:30 AM – 6:00 PM</li><li>Thursday: 6:30 AM – 6:00 PM</li><li>Friday: 6:30 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=2523240048537345197","952-934-5634","http://www.kindercare.com/our-centers/eden-prairie/mn/000231/?utm_campaign=KC_Local&utm_source=L3M_Local&utm_medium=A&utm_content=000231&_google","ChIJm5SiV8gY9ocRrZwbmHRZBCM","google place api"
"Language of Love Spanish Immersion Child Care","14100 Valley View Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=5358584394889053216","612-298-5521","http://www.languageoflovelearningcenter.com/","ChIJS7_2cdQY9ocRIERQvB2EXUo","google place api"
"Cardinal Stritch University","11011 Prairie Lakes Dr","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=10485237218973199169","","","ChIJUZnm9XMi9ocRQSuajrILg5E","google place api"
"ITT Technical Institute - Eden Prairie Campus","7905 Golden Triangle Dr","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=6938266770014828453","952-914-5300","http://www2.itt-tech.edu/places/campus/school.cfm?lloc_num=027","ChIJTyNEPRQi9ocRpXeh592sSWA","google place api"
"Wilson Learning Corporation","8000 W 78th St","Minneapolis","MN","55439","US","","https://maps.google.com/?cid=15131907890662730184","952-944-2880","http://wilsonlearning-americas.com/","ChIJF2vIUDci9ocRyOnh5A1W_9E","google place api"
"Intermediate District","7706 Golden Triangle Dr","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=16646826425601128508","952-944-7521","","ChIJ4xTnHREi9ocRPHiKd29oBec","google place api"
"Golden Living Center","10132 W 76th St","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=14314452746675755562","952-944-4228","http://www.goldenliving.com/","ChIJe05rbxoi9ocRKhq5j-4mp8Y","google place api"
"Agape Christi Academy","9957 Valley View Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=1881112410683283676","952-856-0103","http://agapechristi.com/","ChIJX83Flx4i9ocR3BhbXcUNGxo","google place api"
"Eagle Ridge Academy","7255 Flying Cloud Dr","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=15856617081486028254","952-746-7760","http://www.eagleridgeacademy.org/","ChIJuYp7VQIi9ocR3q1dQTkFDtw","google place api"
"Eden Prairie Montessori Center","7455 Market Pl Dr","Eden Prairie","MN","55344","US","<ul><li>Monday: 7:00 AM – 6:00 PM</li><li>Tuesday: 7:00 AM – 6:00 PM</li><li>Wednesday: 7:00 AM – 6:00 PM</li><li>Thursday: 7:00 AM – 6:00 PM</li><li>Friday: 7:00 AM – 6:00 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=2130843006197497201","952-944-8466","http://www.edenprairiemontessori.com/","ChIJhbfSS6kY9ocRcf2GqGxGkh0","google place api"
"City West Academy","6754 Shady Oak Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=2136204943636375922","952-374-5781","","ChIJscVR9foh9ocRcinhABRTpR0","google place api"
"Prairie Center Area Learning Center","6754 Shady Oak Rd","Eden Prairie","MN","55344","US","","https://maps.google.com/?cid=5574055143257702959","952-374-5760","","ChIJscVR9foh9ocRL4JQxJ4FW00","google place api"
"New Horizon Academy","8400 Normandale Lake Blvd","Bloomington","MN","55437","US","<ul><li>Monday: 6:00 AM – 6:30 PM</li><li>Tuesday: 6:00 AM – 6:30 PM</li><li>Wednesday: 6:00 AM – 6:30 PM</li><li>Thursday: 6:00 AM – 6:30 PM</li><li>Friday: 6:00 AM – 6:30 PM</li><li>Saturday: Closed</li><li>Sunday: Closed</li></ul>","https://maps.google.com/?cid=15010779962462102854","952-921-2273","http://www.newhorizonacademy.net/","ChIJkY2zJJQj9ocRRuUaaNgAUdA","google place api"
